Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator,Primary_size_verification,Exposure_medium,Zeta_potential_water_mV,Hydrodynamic_size_culture_nm,SiO$_{2}$NP_synthesis,Positive_control_inducer,Hydrodynamic_size_serum_nm,PDI_water,Interference_testing,Viability_mechanism,Cell_disease,SiO$_{2}$NP_source,Positive_control,Cell_culture,Zeta_potential_PBS/HBSS_mV,Surface_charge_culture,Zeta_potential_serum_mV,Zeta_potential_culture_mV,Cell_age,PDI_culture,Surface_charge_water,SiO$_{2}$NP_label,SiO$_{2}$NP_shape
5,Non_cytotoxic,83,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,667,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,667,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
